,Epsilon_255,Accuracy Top 1,Accuracy Top 5,Confidence
0,0.0,1.0,1.0,0.9262792468070984
1,0.5,0.9904761904761905,1.0,0.7463527321815491
2,1.0,0.9809523809523809,1.0,0.6431863903999329
3,2.0,0.8666666666666667,0.9523809523809523,0.4155086278915405
4,4.0,0.7333333333333333,0.9333333333333333,0.2418118417263031
5,10.0,0.5333333333333333,0.7714285714285715,0.07499289512634277
6,20.0,0.3238095238095238,0.6190476190476191,0.03619646653532982
7,30.0,0.29523809523809524,0.4666666666666667,0.02282804809510708
8,40.0,0.3047619047619048,0.5428571428571428,0.01834515482187271
9,50.0,0.23809523809523808,0.47619047619047616,0.014543723315000534
10,60.0,0.2,0.38095238095238093,0.014088046737015247
