,Epsilon_255,Accuracy Top 1,Accuracy Top 5,Confidence
0,0.0,1.0,1.0,0.5083109140396118
1,0.1,0.7419354838709677,1.0,0.26209646463394165
2,0.2,0.3935483870967742,0.9354838709677419,0.19006352126598358
3,0.3,0.2064516129032258,0.7419354838709677,0.16281776130199432
4,0.4,0.11612903225806452,0.5483870967741935,0.14922985434532166
5,0.5,0.09032258064516129,0.4129032258064516,0.1421833634376526
6,0.7,0.07096774193548387,0.3096774193548387,0.1334887444972992
7,1.0,0.025806451612903226,0.2064516129032258,0.13003429770469666
8,2.0,0.012903225806451613,0.1032258064516129,0.1298445612192154
9,4.0,0.012903225806451613,0.07741935483870968,0.12665198743343353
10,10.0,0.01935483870967742,0.08387096774193549,0.14287692308425903
11,20.0,0.03225806451612903,0.16129032258064516,0.16119234263896942
12,30.0,0.025806451612903226,0.13548387096774195,0.17377206683158875
13,40.0,0.01935483870967742,0.09032258064516129,0.20094510912895203
14,50.0,0.012903225806451613,0.07096774193548387,0.2338765561580658
15,60.0,0.025806451612903226,0.06451612903225806,0.2763004004955292
