Sample,Epsilon 0,Epsilon 1,Epsilon 2,Epsilon 4,Epsilon 8,Epsilon 16,Epsilon 32
0,0,0.12917086482048035,0.10955844819545746,0.5891386270523071,0.6504825353622437,0.9030702710151672,0.9930608868598938
2,0,0.0,0.016506655141711235,0.02674497663974762,0.29718902707099915,0.4111980199813843,0.7968787550926208
3,0,0.1572224646806717,0.10559838265180588,0.39775973558425903,0.2111639529466629,0.3005894124507904,0.6125812530517578
4,0,0.052346598356962204,0.07573545724153519,0.036904677748680115,0.31610745191574097,0.7983141541481018,0.9533482789993286
5,0,0.06610558182001114,0.2050779163837433,0.2570422887802124,0.6199345588684082,0.8860670924186707,0.5193588733673096
6,0,0.06606880575418472,0.12188483774662018,0.0900980606675148,0.14834703505039215,0.5688418745994568,0.9222337603569031
10,0,0.1469956487417221,0.13028642535209656,0.3974170982837677,0.20104221999645233,0.10014931857585907,0.2385377585887909
11,0,0.0,0.01567530632019043,0.01990973763167858,0.1735137552022934,0.5949103236198425,0.45306554436683655
12,0,0.22631829977035522,0.21135923266410828,0.17096881568431854,0.7458328604698181,0.7449504137039185,0.5595751404762268
14,0,0.03962714597582817,0.049254994839429855,0.038012392818927765,0.09462416917085648,0.6037428975105286,0.6358488202095032
15,0,0.08923126012086868,0.1787724643945694,0.1661262810230255,0.4144788980484009,0.8781632781028748,0.8295326828956604
16,0,0.07119257003068924,0.08530756086111069,0.12317914515733719,0.15498831868171692,0.31274786591529846,0.3650333881378174
17,0,0.3833432197570801,0.2810032069683075,0.038987334817647934,0.3965766429901123,0.6175448298454285,0.42730167508125305
19,0,0.06523150950670242,0.11425423622131348,0.2288421243429184,0.2673032581806183,0.35875043272972107,0.1828710287809372
21,0,0.09422866255044937,0.14514407515525818,0.2930050790309906,0.3344856798648834,0.20189641416072845,0.7624199390411377
22,0,0.1802026927471161,0.20148035883903503,0.2114456295967102,0.767118513584137,0.5300326347351074,0.24873486161231995
24,0,0.2128126472234726,0.19108201563358307,0.09443794190883636,0.2726132869720459,0.7661230564117432,0.3330271244049072
25,0,0.04419991001486778,0.11411906778812408,0.28734150528907776,0.27829959988594055,0.43250954151153564,0.5260772705078125
26,0,0.06084184721112251,0.13222919404506683,0.6574816703796387,0.9970910549163818,0.9988648891448975,0.9991710186004639
27,0,0.11014571785926819,0.04494371637701988,0.14077793061733246,0.23714865744113922,0.4451404809951782,0.7371773719787598
28,0,0.09589602798223495,0.018476558849215508,0.04720539227128029,0.17975008487701416,0.25642237067222595,0.12222027033567429
29,0,0.023129522800445557,0.03931796923279762,0.23347137868404388,0.09585625678300858,0.7419039607048035,0.536212682723999
31,0,0.04133045673370361,0.01760314591228962,0.024963604286313057,0.1003173217177391,0.7354984283447266,0.9420079588890076
32,0,0.0397479310631752,0.20203611254692078,0.5605708956718445,0.45078763365745544,0.4523856043815613,0.9346312284469604
33,0,0.2008507400751114,0.11216698586940765,0.11637218296527863,0.2962443232536316,0.46349653601646423,0.9186035990715027
34,0,0.14179106056690216,0.16165517270565033,0.07584547996520996,0.8983429670333862,0.8852198719978333,0.9684466123580933
36,0,0.17739680409431458,0.1343625783920288,0.09108291566371918,0.1027827262878418,0.1791321188211441,0.8239085078239441
37,0,0.06195608526468277,0.0332755409181118,0.1082523986697197,0.6285922527313232,0.8291685581207275,0.8563420176506042
39,0,0.11355136334896088,0.10940838605165482,0.21200506389141083,0.301076740026474,0.5090306401252747,0.3252067267894745
40,0,0.15531949698925018,0.1603042334318161,0.3420904576778412,0.606582522392273,0.8339009284973145,0.7438974976539612
41,0,0.1911967247724533,0.15878233313560486,0.19365552067756653,0.1828325390815735,0.13674259185791016,0.40191131830215454
42,0,0.18382249772548676,0.2487613558769226,0.11308903247117996,0.05660419166088104,0.2519265115261078,0.6902093887329102
43,0,0.1870102435350418,0.36020374298095703,0.5905276536941528,0.81928950548172,0.9403156638145447,0.9554942846298218
44,0,0.020260414108633995,0.04918055236339569,0.07717979699373245,0.12304169684648514,0.350690633058548,0.1857280135154724
45,0,0.04707808792591095,0.09368477761745453,0.2095053791999817,0.43264949321746826,0.27869713306427,0.511652410030365
46,0,0.019942138344049454,0.024339085444808006,0.02457757480442524,0.18829894065856934,0.4967159330844879,0.9874195456504822
47,0,0.0849100798368454,0.10660634934902191,0.10431437194347382,0.17662881314754486,0.5659815669059753,0.35388776659965515
50,0,0.15076833963394165,0.21756047010421753,0.712347686290741,0.8681143522262573,0.8932397961616516,0.7123073935508728
51,0,0.11483651399612427,0.06591083854436874,0.06505672633647919,0.5455732345581055,0.49860161542892456,0.5344924926757812
52,0,0.13213153183460236,0.28377097845077515,0.35239139199256897,0.22393913567066193,0.2834203541278839,0.4496101140975952
53,0,0.10271653532981873,0.11130617558956146,0.03435886278748512,0.280509352684021,0.5274131298065186,0.7410735487937927
54,0,0.19695506989955902,0.03888913244009018,0.23796434700489044,0.38378119468688965,0.4098431169986725,0.2860755920410156
