,top1,top5,conf
0,1,1,0.5215274691581726
1,0,1,0.23014481365680695
2,1,1,0.846167802810669
3,1,1,0.9941463470458984
4,1,1,0.602644681930542
5,1,1,0.8125737905502319
6,1,1,0.8629713654518127
7,0,1,0.1874673217535019
8,0,1,0.11511728912591934
9,0,1,0.2980559170246124
10,1,1,0.922743022441864
11,1,1,0.9971047043800354
12,1,1,0.8348791003227234
13,0,1,0.23275932669639587
14,1,1,0.3970852196216583
15,1,1,0.2746361494064331
16,1,1,0.4693174958229065
17,1,1,0.9035265445709229
18,0,0,0.07087022066116333
19,1,1,0.7060351371765137
20,0,1,0.40811267495155334
21,1,1,0.30771610140800476
22,1,1,0.8803493976593018
23,0,1,0.07998517155647278
24,1,1,0.5503292679786682
25,1,1,0.8298125863075256
26,1,1,0.6004756689071655
27,1,1,0.9950070381164551
28,1,1,0.8966822624206543
29,1,1,0.956670880317688
30,0,1,0.19410130381584167
31,1,1,0.9475197196006775
32,1,1,0.9388770461082458
33,1,1,0.5767325162887573
34,1,1,0.3243485391139984
35,0,1,0.5108878016471863
36,1,1,0.6222061514854431
37,1,1,0.5067250728607178
38,0,0,0.0734674409031868
39,1,1,0.7475196719169617
40,1,1,0.8979908227920532
41,1,1,0.44259560108184814
42,1,1,0.49263787269592285
43,1,1,0.5198684334754944
44,1,1,0.9391734600067139
45,1,1,0.21968545019626617
46,1,1,0.8734932541847229
47,1,1,0.4767293632030487
48,0,1,0.19851471483707428
49,0,1,0.2919757068157196
50,1,1,0.5956330299377441
51,1,1,0.9211775064468384
52,1,1,0.8276903629302979
53,1,1,0.4266672432422638
54,1,1,0.6925501823425293
55,0,1,0.6029165983200073
56,0,0,0.5125818848609924
57,1,1,0.3220851719379425
58,1,1,0.7571912407875061
59,0,1,0.3105852007865906
60,1,1,0.9921106696128845
61,1,1,0.15935039520263672
62,1,1,0.7853110432624817
63,1,1,0.18642988801002502
64,0,1,0.28491994738578796
65,1,1,0.8740367293357849
66,1,1,0.8178141713142395
67,1,1,0.7411453127861023
68,1,1,0.968035876750946
69,1,1,0.45640838146209717
70,1,1,0.4903964698314667
71,1,1,0.7042225003242493
72,1,1,0.8159224390983582
73,1,1,0.5055155754089355
74,0,1,0.34816989302635193
75,1,1,0.9692557454109192
76,1,1,0.8696975111961365
77,1,1,0.9172878861427307
78,1,1,0.989599347114563
79,1,1,0.962841808795929
80,1,1,0.4538141191005707
81,1,1,0.6001193523406982
82,1,1,0.5436428189277649
83,1,1,0.15394790470600128
84,1,1,0.9807747006416321
85,1,1,0.9363862872123718
86,1,1,0.8329824209213257
87,1,1,0.6419904232025146
88,1,1,0.9123624563217163
89,1,1,0.30035829544067383
90,0,1,0.2951342463493347
91,1,1,0.9873639941215515
92,1,1,0.6394179463386536
93,1,1,0.723169207572937
94,1,1,0.9940973520278931
95,1,1,0.6650617718696594
96,1,1,0.9338001608848572
97,1,1,0.9720864295959473
98,1,1,0.8997212052345276
99,1,1,0.9923219084739685
100,1,1,0.5990078449249268
101,1,1,0.3459380269050598
102,1,1,0.7906827330589294
103,1,1,0.8267285823822021
104,0,1,0.09963364154100418
105,0,1,0.362541139125824
106,1,1,0.973491370677948
107,1,1,0.7184721231460571
108,1,1,0.9638121128082275
109,1,1,0.9912673830986023
110,0,1,0.5014998316764832
111,1,1,0.573861837387085
112,0,1,0.1279042363166809
113,0,1,0.6750966906547546
114,1,1,0.9687396287918091
115,1,1,0.8846467733383179
116,1,1,0.9838056564331055
117,1,1,0.19105836749076843
118,1,1,0.5773677229881287
119,0,0,0.19505199790000916
120,1,1,0.9848601222038269
121,1,1,0.8837785720825195
122,1,1,0.8089433908462524
123,1,1,0.4435732364654541
124,1,1,0.923460066318512
125,1,1,0.5957704186439514
126,1,1,0.6078010201454163
127,1,1,0.9910208582878113
128,1,1,0.7884696125984192
129,1,1,0.8693055510520935
130,0,1,0.2531106472015381
131,1,1,0.9706162214279175
132,1,1,0.9984958171844482
133,1,1,0.07552333176136017
134,1,1,0.2937559485435486
135,0,1,0.0490872822701931
136,1,1,0.9299853444099426
137,1,1,0.6670745015144348
138,0,0,0.09528845548629761
139,1,1,0.9657514691352844
140,1,1,0.8494830131530762
141,1,1,0.9970974922180176
142,0,1,0.1682770848274231
143,1,1,0.9447096586227417
144,1,1,0.9231142997741699
145,1,1,0.6607219576835632
146,0,1,0.30832403898239136
147,1,1,0.856603741645813
148,0,1,0.497993141412735
149,1,1,0.8793892860412598
150,1,1,0.5546184778213501
151,1,1,0.7006251811981201
152,0,1,0.0822654515504837
153,1,1,0.586487889289856
154,0,1,0.12297405302524567
155,1,1,0.6859115958213806
156,1,1,0.9647107124328613
157,1,1,0.30797991156578064
158,1,1,0.8112134337425232
159,1,1,0.48959803581237793
160,1,1,0.6734272241592407
161,1,1,0.896102786064148
162,1,1,0.9270868301391602
163,1,1,0.7172818183898926
164,1,1,0.8578569889068604
165,1,1,0.19516320526599884
166,1,1,0.9076521992683411
167,1,1,0.09915957599878311
168,1,1,0.997025191783905
169,0,1,0.08738265931606293
170,1,1,0.9185177087783813
171,1,1,0.8277770280838013
172,1,1,0.9593150019645691
173,1,1,0.7362989187240601
174,1,1,0.44807928800582886
175,1,1,0.502393364906311
176,1,1,0.4486938416957855
177,1,1,0.28872445225715637
178,1,1,0.9896093606948853
179,1,1,0.8136305809020996
180,1,1,0.987196683883667
