,top1,top5,conf
0,0,1,0.45912161469459534
1,0,0,0.027876781299710274
2,1,1,0.16389086842536926
3,0,1,0.10515256226062775
4,0,1,0.03373432531952858
5,0,0,0.026524655520915985
6,0,0,0.0560370534658432
7,0,0,0.111640065908432
8,0,0,0.03493403643369675
9,0,1,0.14712022244930267
10,1,1,0.40408334136009216
11,1,1,0.36765220761299133
12,1,1,0.5078098177909851
13,0,1,0.03399612382054329
14,1,1,0.13114699721336365
15,0,0,0.0444643571972847
16,0,0,0.1445239633321762
17,1,1,0.2753167748451233
18,0,0,0.04405023902654648
19,0,1,0.11392408609390259
20,0,1,0.09134599566459656
21,1,1,0.05649633705615997
22,1,1,0.17967788875102997
23,1,1,0.03791588172316551
24,0,0,0.08616353571414948
25,1,1,0.02325771190226078
26,0,0,0.027094338089227676
27,1,1,0.1475098580121994
28,1,1,0.1542976051568985
29,0,1,0.0756397470831871
30,0,0,0.06846848130226135
31,1,1,0.040918514132499695
32,1,1,0.3906438946723938
33,1,1,0.1765991896390915
34,1,1,0.18541716039180756
35,0,1,0.1332586109638214
36,1,1,0.17456406354904175
37,1,1,0.33950111269950867
38,0,0,0.021011104807257652
39,1,1,0.15338248014450073
40,1,1,0.14050161838531494
41,1,1,0.16396041214466095
42,0,0,0.020825212821364403
43,1,1,0.10666991025209427
44,1,1,0.04542527720332146
45,0,1,0.0179104246199131
46,1,1,0.021172065287828445
47,1,1,0.08138904720544815
48,0,0,0.1068444550037384
49,0,1,0.05827152729034424
50,0,1,0.01872081682085991
51,1,1,0.8120258450508118
52,1,1,0.34471142292022705
53,1,1,0.07816731184720993
54,0,1,0.06563781946897507
55,1,1,0.07467000186443329
56,0,0,0.5035771131515503
57,0,1,0.04971190541982651
58,1,1,0.3168094754219055
59,0,1,0.046948518604040146
60,1,1,0.8416813611984253
61,0,0,0.03739023581147194
62,1,1,0.33905720710754395
63,1,1,0.29229190945625305
64,0,1,0.10582970827817917
65,0,0,0.05696149915456772
66,1,1,0.08453734219074249
67,1,1,0.17808878421783447
68,0,1,0.08105628192424774
69,0,0,0.029302794486284256
70,0,0,0.19605451822280884
71,0,0,0.06882034987211227
72,1,1,0.27759024500846863
73,1,1,0.23208409547805786
74,0,1,0.05556391179561615
75,1,1,0.6014636754989624
76,0,0,0.05847494676709175
77,1,1,0.01681399904191494
78,1,1,0.8552249073982239
79,1,1,0.19760724902153015
80,1,1,0.13042043149471283
81,0,0,0.09551703929901123
82,1,1,0.16746869683265686
83,0,0,0.0789627954363823
84,0,0,0.061014574021101
85,1,1,0.4020695686340332
86,1,1,0.20019234716892242
87,1,1,0.18883197009563446
88,1,1,0.3777778148651123
89,0,1,0.07472778111696243
90,0,0,0.02456388622522354
91,1,1,0.36073070764541626
92,0,1,0.04764348641037941
93,1,1,0.08830064535140991
94,1,1,0.12321405112743378
95,1,1,0.09803961217403412
96,1,1,0.10127187520265579
97,0,1,0.029462026432156563
98,1,1,0.050705306231975555
99,1,1,0.07359791547060013
100,0,1,0.06723756343126297
101,0,1,0.023121939972043037
102,1,1,0.1818004995584488
103,1,1,0.11769633740186691
104,0,0,0.020540522411465645
105,0,1,0.058379847556352615
106,0,1,0.040220968425273895
107,1,1,0.0502508282661438
108,0,1,0.03996673598885536
109,1,1,0.7497546076774597
110,0,0,0.046615295112133026
111,0,0,0.11921655386686325
112,0,0,0.14478817582130432
113,0,1,0.10169461369514465
114,1,1,0.27178141474723816
115,1,1,0.1357315480709076
116,1,1,0.156902015209198
117,0,1,0.10826247930526733
118,1,1,0.0631287470459938
119,1,1,0.05221350118517876
120,1,1,0.6996679902076721
121,1,1,0.21460260450839996
122,1,1,0.28648853302001953
123,1,1,0.07641378045082092
124,1,1,0.5388975143432617
125,0,1,0.015906795859336853
126,1,1,0.17106282711029053
127,1,1,0.8245764970779419
128,1,1,0.45872440934181213
129,0,0,0.06949178874492645
130,0,0,0.06921180337667465
131,1,1,0.17550036311149597
132,1,1,0.45753994584083557
133,1,1,0.11291971802711487
134,1,1,0.08869998902082443
135,0,1,0.01857711747288704
136,0,0,0.02876080386340618
137,1,1,0.06490327417850494
138,0,0,0.03924623131752014
139,1,1,0.5087072253227234
140,1,1,0.2581883668899536
141,1,1,0.5442180037498474
142,0,0,0.020609049126505852
143,1,1,0.06192785128951073
144,1,1,0.21761298179626465
145,0,1,0.5328917503356934
146,0,0,0.1616063266992569
147,1,1,0.0884886160492897
148,0,0,0.08092918992042542
149,1,1,0.06622541695833206
150,1,1,0.32595422863960266
151,0,0,0.016758661717176437
152,0,0,0.03210068866610527
153,0,1,0.3432835042476654
154,0,0,0.061766885221004486
155,1,1,0.16727127134799957
156,0,1,0.06755989789962769
157,0,1,0.18102936446666718
158,0,1,0.08813479542732239
159,0,0,0.2578926980495453
160,1,1,0.16178154945373535
161,1,1,0.11519280076026917
162,0,1,0.6977497935295105
163,1,1,0.22426936030387878
164,1,1,0.0478895902633667
165,0,0,0.07813435047864914
166,1,1,0.038716740906238556
167,0,0,0.05834971368312836
168,0,1,0.2183847725391388
169,1,1,0.06056145206093788
170,0,0,0.13468149304389954
171,0,0,0.028903227299451828
172,1,1,0.8007844090461731
173,0,1,0.062262892723083496
174,0,0,0.023628108203411102
175,0,1,0.059891603887081146
176,0,1,0.06112553924322128
177,0,0,0.03397957235574722
178,1,1,0.10302925109863281
179,1,1,0.12239515036344528
180,1,1,0.42092248797416687
181,1,1,0.15566769242286682
182,0,0,0.06645922362804413
183,1,1,0.09950171411037445
184,1,1,0.7309284806251526
185,1,1,0.2673616111278534
186,0,1,0.08757293969392776
187,0,1,0.020994454622268677
188,1,1,0.1722555011510849
189,1,1,0.06353061646223068
190,0,1,0.13494226336479187
191,1,1,0.3306812345981598
192,0,0,0.041762255132198334
193,0,0,0.18090181052684784
194,1,1,0.14384987950325012
195,1,1,0.06848570704460144
196,1,1,0.6148384213447571
197,0,1,0.055279288440942764
198,0,1,0.04188963398337364
199,1,1,0.06373315304517746
200,1,1,0.1583407074213028
201,0,1,0.04354742914438248
