,top1,top5,conf
0,0,0,0.9962092638015748
1,0,0,0.9548412561416626
2,0,0,0.6900441646575928
3,0,0,0.9854346513748168
4,0,0,0.999990940093994
5,0,0,0.9752365350723268
6,0,0,0.9865328073501588
7,0,0,0.9535648226737976
8,0,0,0.5595882534980774
9,0,0,0.7447722554206848
10,0,0,0.8986057043075562
11,0,0,0.8298544883728027
12,0,0,0.7862309813499451
13,0,0,0.5218673944473267
14,0,0,0.9483409523963928
15,0,0,0.663844108581543
16,0,0,0.5376986861228943
17,0,0,0.4403988122940064
18,0,0,0.8277179598808289
19,0,0,0.1727285087108612
20,0,0,0.4388686716556549
21,0,0,0.997982382774353
22,0,0,0.5031698942184448
23,0,0,0.9999995231628418
24,0,0,0.5048732161521912
25,0,0,0.4428799152374268
26,0,0,0.9175875186920166
27,0,0,0.5588825345039368
28,0,0,0.6661588549613953
29,0,0,0.6823936700820923
30,0,0,0.9797991514205932
31,0,0,0.9993552565574646
32,0,0,0.9715564846992492
33,0,0,0.3045651316642761
34,0,0,0.896876335144043
35,0,0,0.9947497248649596
36,0,0,0.526732861995697
37,0,0,0.5321412086486816
38,0,0,0.9380571842193604
39,0,0,0.5736963152885437
40,0,0,0.4252396523952484
41,0,0,0.6222462654113771
42,0,0,0.75899738073349
43,0,0,0.904485285282135
44,0,0,0.793472409248352
45,0,0,0.9079207181930542
46,0,0,0.7168461680412292
47,0,0,0.92979234457016
48,0,0,0.9844737052917479
49,0,0,0.8478856682777405
50,0,0,0.49586367607116705
51,0,0,0.7799661755561829
52,0,0,0.9828820228576659
53,0,0,0.7849172949790955
54,0,0,0.458829402923584
55,0,0,0.5541777610778809
56,0,0,0.999991774559021
57,0,0,0.9999763965606691
58,0,0,0.9135524034500122
59,0,0,0.9823535680770874
60,0,0,0.9209481477737428
61,0,0,0.6893911957740784
62,0,0,0.2278343141078949
63,0,0,0.9691181182861328
64,0,0,0.7346111536026001
65,0,0,0.9030106663703918
66,0,0,0.4549792408943176
67,0,0,0.6588769555091858
68,0,0,0.5910280346870422
69,0,0,0.39081260561943054
70,0,0,0.896331250667572
71,0,0,0.9017898440361024
72,0,0,0.8835956454277039
73,0,0,0.9211081862449646
74,0,0,0.807978630065918
