,top1,top5,conf
0,0,0,0.999210000038147
1,0,0,0.7104461789131165
2,0,0,0.9099315404891968
3,0,0,0.32593753933906555
4,0,0,0.9966112971305848
5,0,0,0.7658451795578003
6,0,0,0.9777505397796632
7,0,0,0.6446084976196289
8,0,0,0.7716379165649414
9,0,0,0.5298023819923401
10,0,0,0.9534820318222046
11,0,0,0.8508541584014893
12,0,0,0.6316730380058289
13,0,0,0.8029980063438416
14,0,0,0.5193234086036682
15,0,0,0.965989887714386
16,0,0,0.5818107724189758
17,0,0,0.4378329515457153
18,0,0,0.6440072655677795
19,0,0,0.358952671289444
20,0,0,0.36588481068611145
21,0,0,0.9866917729377748
22,0,0,0.26508960127830505
23,0,0,0.9999998807907104
24,0,0,0.7395339608192444
25,0,0,0.9085285663604736
26,0,0,0.997788429260254
27,0,0,0.32982152700424194
28,0,0,0.4084804356098175
29,0,0,0.4266124069690704
30,0,0,0.9236106872558594
31,0,0,0.9989701509475708
32,0,0,0.6737683415412903
33,0,0,0.2364852577447891
34,0,0,0.9880311489105223
35,0,0,0.9871943593025208
36,0,0,0.6449969410896301
37,0,0,0.4677187502384186
38,0,0,0.8656202554702759
39,0,0,0.5131268501281738
40,0,0,0.6860966086387634
41,0,0,0.6867276430130005
42,0,0,0.970645785331726
43,0,0,0.9990355968475342
44,0,0,0.8377342820167542
45,0,0,0.8156405091285706
46,0,0,0.9352303743362428
47,0,0,0.7747347354888916
48,0,0,0.6808916330337524
49,0,0,0.5384277105331421
50,0,0,0.8750073313713074
51,0,0,0.985836148262024
52,0,0,0.94455224275589
53,0,0,0.3904871046543121
54,0,0,0.60285484790802
55,0,0,0.46135613322258
56,0,0,0.99992835521698
57,0,0,0.9997271895408629
58,0,0,0.9090487360954284
59,0,0,0.9865432977676392
60,0,0,0.3944207429885864
61,0,0,0.5798998475074768
62,0,0,0.35300612449646
63,0,0,0.9178529977798462
64,0,0,0.6920484304428101
65,0,0,0.8999879956245422
66,0,0,0.3235847949981689
67,0,0,0.7283705472946167
68,0,0,0.37878087162971497
69,0,0,0.4350528419017792
70,0,0,0.30605944991111755
71,0,0,0.7358425855636597
72,0,0,0.5206262469291687
73,0,0,0.9470131993293762
74,0,0,0.7073792815208435
75,0,0,0.3198436200618744
76,0,0,0.6251164078712463
77,0,0,0.9998146891593932
78,0,0,0.7678810954093933
79,0,0,0.907480776309967
80,0,0,0.9342917799949646
81,0,0,0.9927141070365906
82,0,0,0.6464191675186157
83,0,0,0.9004620313644409
84,0,0,0.5059927105903625
85,0,0,0.6095939874649048
86,0,0,0.436894029378891
87,0,0,0.7205334305763245
88,0,0,0.8646169900894165
89,0,0,0.2410539537668228
90,0,0,0.8336974382400513
91,0,0,0.6319963335990906
92,0,0,0.30668264627456665
93,0,0,0.9846292734146118
94,0,0,0.9998511075973512
95,0,0,0.8461387157440186
96,0,0,0.4752355515956879
97,0,0,0.28695815801620483
98,0,0,0.953043520450592
99,0,0,0.8658599853515625
100,0,0,0.5875904560089111
101,0,0,0.9868344664573668
102,0,0,0.9346916675567628
103,0,0,0.9420233964920044
104,0,0,0.6376028060913086
105,0,0,0.6501854658126831
106,0,0,0.3885913491249085
107,0,0,0.836147665977478
108,0,0,0.4693432152271271
109,0,0,0.6770389080047607
110,0,0,0.9735006093978882
111,0,0,0.8091617822647095
112,0,0,0.9932550191879272
113,0,0,0.4539331793785095
114,0,0,0.860447347164154
115,0,0,0.4447226822376251
116,0,0,0.7105294466018677
117,0,0,0.6394592523574829
118,0,0,0.3470959961414337
119,0,0,0.6040267944335938
120,0,0,0.999427616596222
121,0,0,0.8940860629081726
